name,set_code,card_number,class_name,power,toughness,starting_loyalty,starting_defense,mana_value,rarity,types,subtypes,supertypes,mana_costs,rules,black,blue,green,red,white,frame_color,frame_style,various_art
"Battlefield Improvisation","UNK","0","mage.cards.b.BattlefieldImprovisation","","","","","2","common","INSTANT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Barrowgoyf","UNK","0","mage.cards.b.Barrowgoyf","0","1","","","3","common","CREATURE","LHURGOYF","","{2}{B}","","true","false","false","false","false","black","","false"
"Bellowing Fiend","UNK","0","mage.cards.b.BellowingFiend","3","3","","","5","common","CREATURE","SPIRIT","","{4}{B}","","true","false","false","false","false","black","","false"
"Breath Of Dreams","UNK","0","mage.cards.b.BreathOfDreams","","","","","4","common","ENCHANTMENT","","","{2}{U}{U}","","false","true","false","false","false","blue","","false"
"Bragos Representative","UNK","0","mage.cards.b.BragosRepresentative","1","4","","","3","common","CREATURE","HUMAN ADVISOR","","{2}{W}","","false","false","false","false","true","white","","false"
"Bonehoard","UNK","0","mage.cards.b.Bonehoard","","","","","4","common","ARTIFACT","EQUIPMENT","","{4}","","false","false","false","false","false","colorless","","false"
"Bloodfire Enforcers","UNK","0","mage.cards.b.BloodfireEnforcers","5","2","","","4","common","CREATURE","","","{3}{R}","","false","false","false","true","false","red","","false"
"Backdraft Hellkite","UNK","0","mage.cards.b.BackdraftHellkite","4","4","","","5","common","CREATURE","DRAGON","","{3}{R}{R}","","false","false","false","true","false","red","","false"
"Banner Of Kinship","UNK","0","mage.cards.b.BannerOfKinship","","","","","5","common","ARTIFACT","","","{5}","","false","false","false","false","false","colorless","","false"
"Bohn Beguiling Balladeer","UNK","0","mage.cards.b.BohnBeguilingBalladeer","3","3","","","3","common","CREATURE","HUMAN BARD","","{1}{U}{R}","","false","true","false","true","false","multicolor","","false"
"Burglar Rat","UNK","0","mage.cards.b.BurglarRat","1","1","","","2","common","CREATURE","RAT","","{1}{B}","","true","false","false","false","false","black","","false"
"Breathstealer","UNK","0","mage.cards.b.Breathstealer","2","2","","","3","common","CREATURE","NIGHTSTALKER","","{2}{B}","","true","false","false","false","false","black","","false"
"Braidss Frightful Return","UNK","0","mage.cards.b.BraidssFrightfulReturn","","","","","3","common","ENCHANTMENT","SAGA","","{2}{B}","","true","false","false","false","false","black","","false"
"Bladestitched Skaab","UNK","0","mage.cards.b.BladestitchedSkaab","2","3","","","2","common","CREATURE","ZOMBIE SOLDIER","","{U}{B}","","true","true","false","false","false","multicolor","","false"
"Bristlepack Sentry","UNK","0","mage.cards.b.BristlepackSentry","3","3","","","2","common","CREATURE","PLANT WOLF","","{1}{G}","","false","false","true","false","false","green","","false"
"Beast Within","UNK","0","mage.cards.b.BeastWithin","","","","","3","common","INSTANT","","","{2}{G}","","false","false","true","false","false","green","","false"
"Bagel And Schmear","UNK","0","mage.cards.b.BagelAndSchmear","","","","","1","common","ARTIFACT","FOOD","","{1}","","false","false","false","false","false","colorless","","false"
"Bartz And Boko","UNK","0","mage.cards.b.BartzAndBoko","4","3","","","5","common","CREATURE","HUMAN BIRD","","{3}{G}{G}","","false","false","true","false","false","green","","false"
"Broodwarden","UNK","0","mage.cards.b.Broodwarden","4","4","","","5","common","CREATURE","","","{3}{G}{G}","","false","false","true","false","false","green","","false"
"Barrenton Cragtreads","UNK","0","mage.cards.b.BarrentonCragtreads","3","3","","","6","common","CREATURE","","","{2}{W/U}{W/U}","","false","true","false","false","true","multicolor","","false"
"Brutalizer Exarch","UNK","0","mage.cards.b.BrutalizerExarch","3","3","","","6","common","CREATURE","PHYREXIAN CLERIC","","{5}{G}","","false","false","true","false","false","green","","false"
"Black Panther Wakandan King","UNK","0","mage.cards.b.BlackPantherWakandanKing","2","2","","","2","common","CREATURE","HUMAN NOBLE HERO","","{G}{W}","","false","false","true","false","true","multicolor","","false"
"Bucknards Everfull Purse","UNK","0","mage.cards.b.BucknardsEverfullPurse","","","","","2","common","ARTIFACT","","","{2}","","false","false","false","false","false","colorless","","false"
"Banish Into Fable","UNK","0","mage.cards.b.BanishIntoFable","","","","","6","common","INSTANT","","","{4}{W}{U}","","false","true","false","false","true","multicolor","","false"
"Bramblefort Fink","UNK","0","mage.cards.b.BramblefortFink","2","2","","","2","common","CREATURE","OUPHE","","{1}{G}","","false","false","true","false","false","green","","false"
"Bathe In Light","UNK","0","mage.cards.b.BatheInLight","","","","","2","common","INSTANT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Baloth Woodcrasher","UNK","0","mage.cards.b.BalothWoodcrasher","4","4","","","6","common","CREATURE","BEAST","","{4}{G}{G}","","false","false","true","false","false","green","","false"
"Bogardan Firefiend","UNK","0","mage.cards.b.BogardanFirefiend","2","1","","","3","common","CREATURE","","","{2}{R}","","false","false","false","true","false","red","","false"
"Beledros Witherbloom","UNK","0","mage.cards.b.BeledrosWitherbloom","4","4","","","7","common","CREATURE","ELDER DRAGON","","{5}{B}{G}","","true","false","true","false","false","multicolor","","false"
"Blizzard Specter","UNK","0","mage.cards.b.BlizzardSpecter","2","3","","","4","common","CREATURE","SPECTER","","{2}{U}{B}","","true","true","false","false","false","multicolor","","false"
"Bedevil","UNK","0","mage.cards.b.Bedevil","","","","","3","common","INSTANT","","","{B}{B}{R}","","true","false","false","true","false","multicolor","","false"
"Blood Curdle","UNK","0","mage.cards.b.BloodCurdle","","","","","4","common","INSTANT","","","{3}{B}","","true","false","false","false","false","black","","false"
"Bone Devourer","UNK","0","mage.cards.b.BoneDevourer","2","2","","","4","common","CREATURE","DRAGON","","{3}{B}","","true","false","false","false","false","black","","false"
"Basking Broodscale","UNK","0","mage.cards.b.BaskingBroodscale","2","2","","","2","common","CREATURE","ELDRAZI LIZARD","","{1}{G}","","false","false","true","false","false","green","","false"
"Blighted Agent","UNK","0","mage.cards.b.BlightedAgent","1","1","","","2","common","CREATURE","","","{1}{U}","","false","true","false","false","false","blue","","false"
"Bond Of Insight","UNK","0","mage.cards.b.BondOfInsight","","","","","4","common","SORCERY","","","{3}{U}","","false","true","false","false","false","blue","","false"
"Bojuka Bog","UNK","0","mage.cards.b.BojukaBog","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Boar Umbra","UNK","0","mage.cards.b.BoarUmbra","","","","","3","common","ENCHANTMENT","AURA","","{2}{G}","","false","false","true","false","false","green","","false"
"Bruse Tarl Boorish Herder","UNK","0","mage.cards.b.BruseTarlBoorishHerder","3","3","","","4","common","CREATURE","","","{2}{R}{W}","","false","false","false","true","true","multicolor","","false"
"Brigone Soldier Of Meletis","UNK","0","mage.cards.b.BrigoneSoldierOfMeletis","2","2","","","2","common","CREATURE","HUMAN SOLDIER","","{1}{W}","","false","false","false","false","true","white","","false"
"Boros Garrison","UNK","0","mage.cards.b.BorosGarrison","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Brought Back","UNK","0","mage.cards.b.BroughtBack","","","","","2","common","INSTANT","","","{W}{W}","","false","false","false","false","true","white","","false"
"Breyas Apprentice","UNK","0","mage.cards.b.BreyasApprentice","2","3","","","3","common","ARTIFACT CREATURE","HUMAN ARTIFICER","","{2}{R}","","false","false","false","true","false","red","","false"
"Brain Gorgers","UNK","0","mage.cards.b.BrainGorgers","4","2","","","4","common","CREATURE","ZOMBIE","","{3}{B}","","true","false","false","false","false","black","","false"
"Branchsnap Lorian","UNK","0","mage.cards.b.BranchsnapLorian","4","1","","","3","common","CREATURE","BEAST","","{1}{G}{G}","","false","false","true","false","false","green","","false"
"Boggart Arsonists","UNK","0","mage.cards.b.BoggartArsonists","2","1","","","3","common","CREATURE","","","{2}{R}","","false","false","false","true","false","red","","false"
"Behold The Sinister Six","UNK","0","mage.cards.b.BeholdTheSinisterSix","","","","","7","common","SORCERY","","","{6}{B}","","true","false","false","false","false","black","","false"
"Black Lotus","UNK","0","mage.cards.b.BlackLotus","","","","","0","common","ARTIFACT","","","{0}","","false","false","false","false","false","colorless","","false"
"Benevolent Geist","UNK","0","mage.cards.b.BenevolentGeist","2","2","","","0","common","CREATURE","SPIRIT WIZARD","","","","false","false","false","false","false","colorless","","false"
"Body Dropper","UNK","0","mage.cards.b.BodyDropper","2","2","","","2","common","CREATURE","DEVIL WARRIOR","","{B}{R}","","true","false","false","true","false","multicolor","","false"
"Blood Beckoning","UNK","0","mage.cards.b.BloodBeckoning","","","","","1","common","SORCERY","","","{B}","","true","false","false","false","false","black","","false"
"Blasphemous Act","UNK","0","mage.cards.b.BlasphemousAct","","","","","9","common","SORCERY","","","{8}{R}","","false","false","false","true","false","red","","false"
"Bravado","UNK","0","mage.cards.b.Bravado","","","","","2","common","ENCHANTMENT","AURA","","{1}{R}","","false","false","false","true","false","red","","false"
"Battlefield Percher","UNK","0","mage.cards.b.BattlefieldPercher","2","2","","","5","common","CREATURE","BIRD","","{3}{B}{B}","","true","false","false","false","false","black","","false"
"Bellowing Tanglewurm","UNK","0","mage.cards.b.BellowingTanglewurm","4","4","","","5","common","CREATURE","WURM","","{3}{G}{G}","","false","false","true","false","false","green","","false"
"Bonecrusher Giant","UNK","0","mage.cards.b.BonecrusherGiant","4","3","","","3","common","CREATURE","GIANT","","{2}{R}","","false","false","false","true","false","red","","false"
"Boonweaver Giant","UNK","0","mage.cards.b.BoonweaverGiant","4","4","","","7","common","CREATURE","","","{6}{W}","","false","false","false","false","true","white","","false"
"Brainwash","UNK","0","mage.cards.b.Brainwash","","","","","1","common","ENCHANTMENT","AURA","","{W}","","false","false","false","false","true","white","","false"
"Bloodbond March","UNK","0","mage.cards.b.BloodbondMarch","","","","","4","common","ENCHANTMENT","","","{2}{B}{G}","","true","false","true","false","false","multicolor","","false"
"Blustersquall","UNK","0","mage.cards.b.Blustersquall","","","","","1","common","INSTANT","","","{U}","","false","true","false","false","false","blue","","false"
"Blood Servitor","UNK","0","mage.cards.b.BloodServitor","2","2","","","3","common","ARTIFACT CREATURE","CONSTRUCT","","{3}","","false","false","false","false","false","colorless","","false"
"Benders Waterskin","UNK","0","mage.cards.b.BendersWaterskin","","","","","3","common","ARTIFACT","","","{3}","","false","false","false","false","false","colorless","","false"
"Belbes Armor","UNK","0","mage.cards.b.BelbesArmor","","","","","3","common","ARTIFACT","","","{3}","","false","false","false","false","false","colorless","","false"
"Bonethorn Valesk","UNK","0","mage.cards.b.BonethornValesk","4","2","","","5","common","CREATURE","BEAST","","{4}{R}","","false","false","false","true","false","red","","false"
"Bounty Board","UNK","0","mage.cards.b.BountyBoard","","","","","3","common","ARTIFACT","","","{3}","","false","false","false","false","false","colorless","","false"
"Blink Dog","UNK","0","mage.cards.b.BlinkDog","1","1","","","3","common","CREATURE","DOG","","{2}{W}","","false","false","false","false","true","white","","false"
"Butchers Cleaver","UNK","0","mage.cards.b.ButchersCleaver","","","","","3","common","ARTIFACT","EQUIPMENT","","{3}","","false","false","false","false","false","colorless","","false"
"Barbed Sextant","UNK","0","mage.cards.b.BarbedSextant","","","","","1","common","ARTIFACT","","","{1}","","false","false","false","false","false","colorless","","false"
"Brainsurge","UNK","0","mage.cards.b.Brainsurge","","","","","3","common","INSTANT","","","{2}{U}","","false","true","false","false","false","blue","","false"
"Biosynthic Burst","UNK","0","mage.cards.b.BiosynthicBurst","","","","","2","common","INSTANT","","","{1}{G}","","false","false","true","false","false","green","","false"
"Brightstone Ritual","UNK","0","mage.cards.b.BrightstoneRitual","","","","","1","common","INSTANT","","","{R}","","false","false","false","true","false","red","","false"
"Bloodstone Cameo","UNK","0","mage.cards.b.BloodstoneCameo","","","","","3","common","ARTIFACT","","","{3}","","false","false","false","false","false","colorless","","false"
"Borrowing100000Arrows","UNK","0","mage.cards.b.Borrowing100000Arrows","","","","","3","common","SORCERY","","","{2}{U}","","false","true","false","false","false","blue","","false"
"Brazen Blademaster","UNK","0","mage.cards.b.BrazenBlademaster","2","3","","","3","common","CREATURE","ORC PIRATE","","{2}{R}","","false","false","false","true","false","red","","false"
"Break The Ice","UNK","0","mage.cards.b.BreakTheIce","","","","","2","common","SORCERY","","","{B}{B}","","true","false","false","false","false","black","","false"
"Bogstomper","UNK","0","mage.cards.b.Bogstomper","6","5","","","6","common","CREATURE","BEAST","","{4}{B}{B}","","true","false","false","false","false","black","","false"
"Bouncing Beebles","UNK","0","mage.cards.b.BouncingBeebles","2","2","","","3","common","CREATURE","BEEBLE","","{2}{U}","","false","true","false","false","false","blue","","false"
"Bakersbane Duo","UNK","0","mage.cards.b.BakersbaneDuo","2","2","","","2","common","CREATURE","SQUIRREL RACCOON","","{1}{G}","","false","false","true","false","false","green","","false"
"Bretagard Stronghold","UNK","0","mage.cards.b.BretagardStronghold","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Beast Hunt","UNK","0","mage.cards.b.BeastHunt","","","","","4","common","SORCERY","","","{3}{G}","","false","false","true","false","false","green","","false"
"Bard Class","UNK","0","mage.cards.b.BardClass","","","","","2","common","ENCHANTMENT","CLASS","","{R}{G}","","false","false","true","true","false","multicolor","","false"
